V2_mean	Isense_mean
510	509
-179	960	534
-179	960	535
-179	960	535
-179	958	534
-179	958	535
-179	958	535
-179	957	535
-179	957	535
-180	956	535
-180	955	535
-180	954	535
-180	954	535
-180	953	535
-180	953	535
-180	952	535
-180	952	535
-180	951	535
-180	950	535
-181	949	535
-181	949	536
-181	949	536
-181	948	535
-181	947	536
-181	947	536
-181	946	536
-181	945	536
-181	945	535
-181	944	536
-182	943	536
-182	943	535
-182	942	536
-182	942	536
-182	941	536
-182	941	536
-182	940	536
-182	940	536
-182	939	536
-182	939	536
-183	938	537
-183	937	537
-183	937	536
-183	936	537
-183	935	537
-183	935	536
-183	934	537
-183	934	537
-183	933	537
-183	933	538
-184	933	537
-184	932	536
-184	931	537
-184	931	537
-184	930	538
-184	929	537
-184	929	537
-184	928	538
-184	928	538
-184	928	538
-185	926	537
-185	926	537
-185	925	538
-185	925	538
-185	924	538
-185	924	538
-185	922	538
-185	922	538
-185	921	538
-185	921	538
-186	920	538
-186	920	538
-186	919	538
-186	919	538
-186	918	538
-186	918	539
-186	917	538
-186	917	539
-186	916	539
-186	915	540
-187	915	539
-187	915	538
-187	914	538
-187	913	539
-187	912	540
-187	912	539
-187	911	539
-187	911	538
-187	910	539
-187	910	539
-188	909	539
-188	909	539
-188	908	540
-188	908	539
-188	907	540
-188	906	539
-188	906	539
-188	905	540
-188	904	540
-188	904	540
-189	903	540
-189	903	539
-189	902	539
-189	902	540
-189	901	540
-189	900	540
-189	899	539
-189	899	540
-189	899	539
-189	898	541
-190	897	540
-190	897	540
-190	896	541
-190	896	540
-190	896	540
-190	896	540
-190	894	541
-190	893	541
-190	893	542
-190	892	541
-191	892	541
-191	891	541
-191	891	541
-191	890	541
-191	889	541
-191	889	541
-191	889	541
-191	888	541
-191	887	541
-191	887	542
-192	886	541
-192	886	540
-192	885	542
-192	884	541
-192	884	542
-192	883	541
-192	882	542
-192	882	542
-192	881	542
-192	881	543
-193	880	542
-193	880	542
-193	879	542
-193	879	541
-193	878	542
-193	877	542
-193	876	542
-193	876	543
-193	875	543
-193	875	543
-194	874	543
-194	874	542
-194	873	543
-194	873	543
-194	872	543
-194	872	542
-194	871	542
-194	871	543
-194	870	544
-194	870	543
-195	869	543
-195	868	543
-195	868	543
-195	867	544
-195	867	543
-195	866	544
-195	865	543
-195	865	544
-195	864	543
-195	864	544
-196	864	543
-196	864	544
-196	862	543
-196	861	544
-196	861	543
-196	860	544
-196	860	544
-196	859	544
-196	858	544
-196	858	544
-197	857	544
-197	857	544
-197	856	545
-197	855	544
-197	855	544
-197	854	544
-197	854	545
-197	853	545
-197	852	545
-197	852	544
-198	851	545
-198	852	544
-198	850	545
-198	850	545
-198	849	545
-198	849	545
-198	848	545
-198	848	545
-198	847	545
-198	847	546
-199	846	545
-199	846	545
-199	845	545
-199	844	545
-199	843	546
-199	842	546
-199	841	546
-199	841	545
-199	840	546
-199	835	545
-200	829	546
-200	823	545
-200	816	546
-200	810	546
-200	803	546
-200	796	546
-200	790	546
-200	784	546
-200	777	546
-200	771	546
-201	765	546
-201	759	546
-201	752	546
-201	746	545
-201	739	545
-201	733	546
-201	727	546
-201	721	546
-201	716	545
-201	711	545
-202	706	545
-202	700	546
-202	695	545
-202	690	545
-202	684	544
-202	680	545
-202	675	545
-202	670	545
-202	667	544
-202	663	544
-203	659	545
-203	655	544
-203	651	544
-203	647	544
-203	644	544
-203	641	544
-203	638	544
-203	635	543
-203	633	543
-203	631	543
-204	629	543
-204	627	543
-204	625	543
-204	623	543
-204	622	543
-204	620	542
-204	620	542
-204	619	542
-204	618	542
-204	618	542
-205	618	542
-205	619	542
-205	618	541
-205	619	541
-205	619	541
-205	619	541
-205	620	540
-205	621	540
-205	622	541
-205	623	540
-206	625	541
-206	626	540
-206	627	541
-206	628	540
-206	629	540
-206	631	540
-206	632	540
-206	634	541
-206	636	540
-206	638	540
-207	640	539
-207	642	539
-207	644	539
-207	645	540
-207	647	539
-207	649	539
-207	650	539
-207	652	539
-207	654	539
-207	656	538
-208	658	539
-208	661	539
-208	662	539
-208	663	539
-208	665	539
-208	666	539
-208	668	539
-208	669	539
-208	671	539
-208	672	539
-209	674	538
-209	675	539
-209	676	539
-209	677	538
-209	678	539
-209	679	539
-209	679	539
-209	680	539
-209	681	539
-209	681	539
-210	682	538
-210	683	539
-210	683	539
-210	683	539
-210	682	539
-210	682	539
-210	682	539
-210	682	540
-210	682	539
-210	681	539
-211	681	539
-211	680	538
-211	679	540
-211	678	539
-211	676	539
-211	675	539
-211	674	539
-211	673	539
-211	672	539
-211	670	539
-212	669	539
-212	668	539
-212	666	539
-212	664	539
-212	662	539
-212	660	539
-212	658	539
-212	656	540
-212	654	539
-212	653	539
-213	651	539
-213	650	539
-213	647	539
-213	645	539
-213	643	539
-213	641	539
-213	640	539
-213	638	539
-213	636	539
-213	634	539
-214	633	538
-214	631	539
-214	629	539
-214	627	539
-214	625	539
-214	623	538
-214	622	539
-214	620	538
-214	618	538
-214	617	538
-215	615	538
-215	614	539
-215	612	538
-215	610	538
-215	609	538
-215	607	538
-215	606	538
-215	604	538
-215	604	538
-215	603	538
-216	602	538
-216	601	538
-216	600	537
-216	599	538
-216	597	537
-216	597	538
-216	596	538
-216	595	538
-216	595	537
-216	595	537
-217	594	537
-217	594	537
-217	594	537
-217	593	538
-217	593	537
-217	592	537
-217	592	537
-217	592	536
-217	592	537
-217	593	536
-218	593	537
-218	593	536
-218	593	537
-218	593	536
-218	593	536
-218	593	536
-218	593	537
-218	594	536
-218	594	536
-218	594	536
-219	594	536
-219	595	537
-219	594	536
-219	595	537
-219	595	536
-219	595	536
-219	595	536
-219	595	536
-219	595	535
-219	596	536
-220	596	536
-220	597	536
-220	596	536
-220	596	536
-220	596	535
-220	596	536
-220	596	536
-220	596	536
-220	597	536
-220	597	536
-221	598	536
-221	598	536
-221	598	536
-221	597	536
-221	597	536
-221	597	536
-221	597	536
-221	596	536
-221	597	536
-221	597	536
-222	597	535
-222	597	535
-222	596	536
-222	596	535
-222	595	536
-222	594	535
-222	594	535
-222	593	536
-222	592	536
-222	591	535
-223	591	536
-223	590	536
-223	589	536
-223	588	536
-223	587	536
-223	586	535
-223	585	535
-223	585	536
-223	584	535
-223	583	535
-224	582	535
-224	582	536
-224	580	535
-224	579	536
-224	578	535
-224	577	535
-224	577	536
-224	576	536
-224	576	535
-224	576	534
-225	575	535
-225	575	535
-225	574	535
-225	573	535
-225	572	535
-225	571	534
-225	571	534
-225	570	535
-225	570	535
-225	570	535
-226	569	535
-226	569	535
-226	568	534
-226	568	535
-226	567	535
-226	565	535
-226	560	534
-226	554	535
-226	550	534
-226	558	534
-227	567	534
-227	566	534
-227	565	534
-227	564	534
-227	563	534
-227	562	534
-227	561	534
-227	560	534
-227	559	534
-227	559	535
-228	558	534
-228	558	534
-228	557	534
-228	556	534
-228	555	534
-228	555	534
-228	554	534
-228	554	533
-228	554	534
-228	554	534
-229	554	534
-229	553	534
-229	553	534
-229	553	533
-229	552	534
-229	552	534
-229	552	534
-229	552	534
-229	552	533
-229	552	533
-230	552	533
-230	553	534
-230	552	533
-230	552	534
-230	552	533
-230	552	533
-230	551	533
-230	552	534
-230	551	534
-230	552	533
-231	552	533
-231	552	533
-231	552	533
-231	552	533
-231	551	534
-231	551	533
-231	551	532
-231	551	533
-231	551	533
-231	552	533
-232	552	533
-232	552	533
-232	552	532
-232	551	533
-232	551	533
-232	551	533
-232	551	533
-232	551	533
-232	551	533
-232	551	533
-233	552	533
-233	551	533
-233	551	533
-233	551	533
-233	551	533
-233	550	532
-233	550	532
-233	550	532
-233	550	533
-233	550	533
-234	550	532
-234	550	533
-234	550	533
-234	549	532
-234	548	532
-234	548	533
-234	547	533
-234	547	533
-234	547	532
-234	546	533
-235	546	532
-235	546	533
-235	545	532
-235	544	532
-235	544	532
-235	544	532
-235	543	533
-235	542	533
-235	542	532
-235	542	532
-236	542	533
-236	541	531
-236	541	532
-236	540	532
-236	540	532
-236	540	532
-236	539	532
-236	539	532
-236	539	532
-236	539	532
-237	539	532
-237	539	532
-237	538	532
-237	538	531
-237	537	532
-237	537	533
-237	537	532
-237	537	531
-237	536	532
-237	536	532
-238	537	532
-238	536	532
-238	536	532
-238	536	532
-238	535	531
-238	534	532
-238	534	532
-238	534	532
-238	534	531
-238	533	531
-239	533	532
-239	533	532
-239	533	532
-239	532	532
-239	532	531
-239	532	532
-239	531	532
-239	531	532
-239	531	531
-239	531	532
-240	531	532
-240	531	532
-240	531	531
-240	531	531
-240	531	531
-240	530	532
-240	530	532
-240	530	531
-240	530	531
-240	530	531
-241	530	531
-241	530	531
-241	530	531
-241	530	531
-241	530	531
-241	529	531
-241	529	531
-241	529	531
-241	529	531
-241	529	530
-242	529	531
-242	529	531
-242	529	531
-242	528	531
-242	528	531
-242	527	531
-242	527	531
-242	527	531
-242	527	531
-242	527	531
-243	526	531
-243	527	531
-243	526	531
-243	526	531
-243	525	530
-243	525	531
-243	524	531
-243	524	531
-243	524	531
-243	524	531
-244	524	531
-244	524	531
-244	523	531
-244	523	531
-244	523	531
-244	523	531
-244	522	531
-244	523	530
-244	522	531
-244	522	530
-245	522	531
-245	522	530
-245	522	531
-245	522	530
-245	521	530
-245	521	531
-245	521	531
-245	521	531
-245	521	530
-245	521	530
-246	521	531
-246	520	530
-246	520	531
-246	519	531
-246	518	530
-246	517	531
-246	517	530
-246	517	530
-246	516	530
-246	516	531
-247	516	531
-247	516	530
-247	515	530
-247	514	531
-247	513	530
-247	513	530
-247	512	530
-247	512	529
-247	512	530
-247	511	531
-248	511	530
-248	511	530
-248	510	530
-248	510	530
-248	509	531
-248	509	530
-248	509	530
-248	508	530
-248	508	530
-248	508	530
-249	508	530
-249	508	529
-249	507	530
-249	507	529
-249	506	530
-249	506	530
-249	505	530
-249	505	530
-249	505	530
-249	505	530
-250	505	530
-250	504	530
-250	503	529
-250	503	529
-250	502	529
-250	502	530
-250	501	529
-250	501	529
-250	501	530
-250	501	529
-251	501	529
-251	501	529
-251	501	529
-251	500	529
-251	500	529
-251	500	529
-251	500	529
-251	500	529
-251	500	529
-251	501	529
-252	501	529
-252	502	529
-252	502	529
-252	502	529
-252	502	529
-252	502	529
-252	502	529
-252	502	528
-252	503	529
-252	503	529
-253	504	529
-253	504	529
-253	505	529
-253	505	528
-253	505	529
-253	506	529
-253	506	528
-253	507	529
-253	507	529
-253	507	529
-254	508	529
-254	508	528
-254	508	529
-254	508	529
-254	509	529
-254	509	529
-254	510	529
-254	510	529
-254	510	529
-254	511	528
-255	511	529
-255	511	529
-255	512	529
-255	512	528
-255	512	529
-255	513	528
-255	513	528
-255	513	529
-255	513	529
-255	514	529
-255	514	529
-255	514	529
-255	514	529
-255	514	529
-255	514	528
-255	514	528
-255	514	529
-255	514	529
-255	514	529
-255	514	529
-254	514	529
-254	514	529
-254	514	529
-254	514	529
-254	514	528
-254	514	529
-254	513	530
-254	513	529
-254	512	529
-254	512	529
-253	512	529
-253	511	529
-253	511	529
-253	510	529
-253	510	528
-253	510	529
-253	510	529
-253	509	529
-253	509	529
-253	509	529
-252	509	529
-252	508	529
-252	508	529
-252	508	529
-252	508	528
-252	508	529
-252	508	529
-252	508	529
-252	508	529
-252	508	529
-251	509	529
-251	509	529
-251	509	528
-251	510	529
-251	511	529
-251	512	528
-251	512	529
-251	513	528
-251	514	528
-251	514	529
-250	515	530
-250	516	529
-250	517	528
-250	518	529
-250	519	529
-250	520	529
-250	521	528
-250	521	528
-250	522	529
-250	522	529
-249	522	529
-249	523	529
-249	524	529
-249	525	528
-249	526	530
-249	527	529
-249	528	529
-249	528	529
-249	529	530
-249	529	529
-248	529	529
-248	530	529
-248	531	529
-248	532	529
-248	533	529
-248	534	530
-248	535	529
-248	536	530
-248	536	529
-248	537	529
-247	537	528
-247	537	529
-247	538	530
-247	539	530
-247	540	530
-247	540	529
-247	541	529
-247	541	529
-247	541	530
-247	541	530
-246	541	530
-246	541	530
-246	542	530
-246	542	530
-246	543	530
-246	543	530
-246	543	530
-246	542	529
-246	542	530
-246	542	531
-245	541	530
-245	541	530
-245	542	530
-245	542	530
-245	542	530
-245	542	530
-245	542	530
-245	542	530
-245	542	531
-245	541	531
-244	541	530
-244	541	530
-244	541	530
-244	541	529
-244	541	531
-244	541	530
-244	541	530
-244	542	530
-244	541	530
-244	541	531
-243	541	531
-243	541	531
-243	541	531
-243	542	531
-243	542	530
-243	542	531
-243	542	531
-243	542	531
-243	542	530
-243	542	530
-242	542	530
-242	542	531
-242	543	531
-242	543	531
-242	543	531
-242	543	530
-242	543	531
-242	543	531
-242	544	531
-242	543	530
-241	543	530
-241	543	531
-241	544	531
-241	544	531
-241	545	530
-241	545	530
-241	545	530
-241	545	531
-241	545	531
-241	546	531
-240	546	532
-240	546	531
-240	546	531
-240	547	530
-240	547	531
-240	548	531
-240	548	531
-240	549	531
-240	549	531
-240	549	530
-239	550	531
-239	550	531
-239	551	531
-239	551	531
-239	552	531
-239	552	531
-239	553	531
-239	553	531
-239	553	531
-239	554	531
-238	554	531
-238	554	531
-238	555	531
-238	555	531
-238	555	531
-238	556	531
-238	556	532
-238	556	531
-238	556	531
-238	556	532
-237	556	532
-237	557	531
-237	557	531
-237	558	531
-237	558	531
-237	558	532
-237	558	532
-237	558	531
-237	558	532
-237	559	531
-236	558	532
-236	559	532
-236	559	532
-236	559	531
-236	560	532
-236	560	532
-236	560	532
-236	561	532
-236	561	532
-236	561	532
-235	561	531
-235	561	532
-235	562	532
-235	562	532
-235	563	531
-235	563	532
-235	564	532
-235	564	532
-235	564	532
-235	564	531
-234	564	532
-234	565	532
-234	565	532
-234	566	532
-234	566	532
-234	566	532
-234	566	532
-234	566	532
-234	566	532
-234	566	532
-233	566	531
-233	566	532
-233	567	532
-233	567	532
-233	568	532
-233	568	532
-233	568	532
-233	568	532
-233	569	532
-233	569	532
-232	569	533
-232	569	532
-232	569	532
-232	570	532
-232	571	532
-232	571	533
-232	571	532
-232	572	532
-232	572	532
-232	572	532
-231	572	532
-231	573	533
-231	573	532
-231	574	533
-231	575	533
-231	575	532
-231	576	532
-231	576	533
-231	576	533
-231	576	532
-230	576	532
-230	577	532
-230	577	533
-230	578	532
-230	578	533
-230	579	533
-230	578	533
-230	579	533
-230	579	533
-230	579	534
-229	579	532
-229	579	533
-229	580	533
-229	581	534
-229	581	533
-229	581	532
-229	582	533
-229	582	533
-229	582	533
-229	582	533
-228	582	533
-228	582	533
-228	583	534
-228	584	533
-228	585	533
-228	585	533
-228	586	533
-228	586	533
-228	586	533
-228	586	533
-227	586	533
-227	587	533
-227	587	533
-227	588	533
-227	589	533
-227	589	533
-227	590	534
-227	590	533
-227	591	533
-227	591	533
-226	591	534
-226	591	534
-226	593	533
-226	594	533
-226	595	533
-226	596	534
-226	597	533
-226	598	533
-226	599	533
-226	600	534
-225	601	534
-225	601	534
-225	603	533
-225	604	533
-225	605	533
-225	606	534
-225	606	534
-225	607	534
-225	608	534
-225	608	535
-224	608	534
-224	609	533
-224	611	534
-224	612	534
-224	612	535
-224	613	534
-224	614	534
-224	614	534
-224	615	534
-224	615	534
-223	615	534
-223	616	534
-223	616	535
-223	617	534
-223	618	534
-223	618	534
-223	619	535
-223	619	534
-223	619	534
-223	620	534
-222	619	535
-222	619	535
-222	620	535
-222	620	534
-222	621	535
-222	622	534
-222	622	535
-222	622	534
-222	622	535
-222	623	534
-221	623	536
-221	623	535
-221	623	535
-221	624	535
-221	624	535
-221	625	535
-221	625	535
-221	626	535
-221	626	535
-221	626	536
-220	626	535
-220	627	535
-220	628	535
-220	628	536
-220	629	536
-220	630	535
-220	630	535
-220	630	535
-220	631	535
-220	631	536
-219	632	535
-219	632	536
-219	633	535
-219	634	536
-219	634	535
-219	635	536
-219	636	536
-219	636	536
-219	636	536
-219	637	536
-218	637	536
-218	637	536
-218	637	536
-218	638	536
-218	639	536
-218	640	536
-218	640	536
-218	640	536
-218	641	536
-218	641	535
-217	641	536
-217	641	536
-217	642	536
-217	643	536
-217	644	536
-217	644	537
-217	645	536
-217	646	536
-217	646	536
-217	646	537
-216	647	536
-216	648	536
-216	648	537
-216	649	536
-216	650	536
-216	650	536
-216	650	536
-216	651	536
-216	651	537
-216	652	536
-215	652	536
-215	653	537
-215	653	537
-215	654	537
-215	654	536
-215	654	536
-215	655	537
-215	655	537
-215	656	536
-215	656	536
-214	656	536
-214	657	537
-214	658	537
-214	658	537
-214	658	537
-214	659	537
-214	659	537
-214	660	537
-214	660	537
-214	660	537
-213	661	537
-213	661	537
-213	662	537
-213	662	537
-213	662	537
-213	663	537
-213	663	537
-213	664	538
-213	664	537
-213	664	537
-212	665	537
-212	665	537
-212	665	537
-212	666	537
-212	666	537
-212	667	537
-212	667	538
-212	668	537
-212	668	537
-212	669	537
-211	669	537
-211	670	537
-211	670	538
-211	671	537
-211	672	537
-211	672	537
-211	672	538
-211	673	538
-211	673	538
-211	674	537
-210	674	538
-210	675	538
-210	675	538
-210	675	537
-210	676	537
-210	676	538
-210	677	537
-210	677	538
-210	677	537
-210	678	537
-209	678	537
-209	679	538
-209	679	538
-209	680	538
-209	680	538
-209	680	537
-209	681	538
-209	681	537
-209	682	538
-209	682	537
-208	683	538
-208	683	538
-208	684	538
-208	684	538
-208	685	537
-208	685	538
-208	686	538
-208	686	538
-208	687	538
-208	687	538
-207	688	537
-207	688	537
-207	689	537
-207	689	538
-207	690	538
-207	690	537
-207	691	538
-207	691	538
-207	692	538
-207	692	537
-206	692	538
-206	693	538
-206	694	538
-206	694	538
-206	694	538
-206	695	538
-206	695	538
-206	696	538
-206	696	538
-206	697	538
-205	697	538
-205	698	538
-205	698	538
-205	699	538
-205	699	538
-205	700	538
-205	700	537
-205	701	538
-205	701	538
-205	702	538
-204	702	538
-204	703	538
-204	704	538
-204	704	538
-204	704	539
-204	704	538
-204	705	538
-204	706	538
-204	706	538
-204	707	538
-203	707	538
-203	708	538
-203	708	538
-203	709	538
-203	709	538
-203	710	538
-203	711	538
-203	711	538
-203	711	538
-203	712	539
-202	713	538
-202	713	538
-202	714	538
-202	714	538
-202	715	538
-202	715	538
-202	716	538
-202	716	538
-202	717	538
-202	717	538
-201	717	537
-201	718	538
-201	718	538
-201	719	538
-201	719	539
-201	720	538
-201	720	538
-201	721	538
-201	721	538
-201	722	538
-200	722	538
-200	723	538
-200	723	538
-200	724	538
-200	725	538
-200	725	537
-200	726	537
-200	726	537
-200	727	538
-200	727	538
-199	728	538
-199	728	538
-199	729	538
-199	730	538
-199	730	538
-199	731	537
-199	731	537
-199	732	538
-199	732	538
-199	733	538
-198	733	537
-198	734	537
-198	734	537
-198	736	538
-198	736	538
-198	736	538
-198	736	537
-198	737	538
-198	737	539
-198	738	538
-197	738	538
-197	739	538
-197	739	538
-197	740	538
-197	740	538
-197	741	537
-197	741	538
-197	742	537
-197	743	537
-197	743	538
-196	743	538
-196	744	538
-196	744	538
-196	745	538
-196	746	537
-196	746	537
-196	747	537
-196	747	538
-196	748	537
-196	748	537
-195	749	537
-195	750	538
-195	750	537
-195	751	537
-195	751	537
-195	752	538
-195	752	538
-195	753	538
-195	754	538
-195	754	537
-194	755	537
-194	755	538
-194	756	537
-194	756	538
-194	757	538
-194	757	537
-194	758	537
-194	759	537
-194	759	537
-194	760	538
-193	760	537
-193	760	537
-193	761	537
-193	762	537
-193	762	537
-193	762	538
-193	763	536
-193	764	538
-193	764	537
-193	765	537
-192	765	537
-192	766	538
-192	767	538
-192	768	536
-192	768	537
-192	768	537
-192	769	537
-192	770	537
-192	770	536
-192	771	537
-191	771	537
-191	772	537
-191	772	537
-191	773	537
-191	774	537
-191	774	537
-191	775	536
-191	775	537
-191	776	536
-191	776	536
-190	777	537
-190	777	537
-190	778	537
-190	779	537
-190	779	537
-190	780	537
-190	780	536
-190	781	536
-190	781	536
-190	782	536
-189	782	536
-189	783	536
-189	783	536
-189	784	536
-189	784	536
-189	785	536
-189	785	536
-189	786	537
-189	787	537
-189	787	536
-188	788	537
-188	788	536
-188	789	536
-188	790	536
-188	790	536
-188	791	536
-188	792	535
-188	792	536
-188	793	536
-188	794	537
-187	794	536
-187	795	535
-187	795	537
-187	796	536
-187	796	536
-187	797	536
-187	797	536
-187	798	536
-187	798	536
-187	800	535
-186	800	536
-186	801	536
-186	801	536
-186	802	536
-186	802	535
-186	803	536
-186	803	536
-186	804	536
-186	804	536
-186	805	535
-185	805	535
-185	806	535
-185	806	535
-185	807	535
-185	807	536
-185	808	535
-185	809	536
-185	809	536
-185	810	536
-185	810	536
-184	811	535
-184	812	535
-184	812	535
-184	813	535
-184	813	536
-184	814	536
-184	815	535
-184	815	535
-184	816	535
-184	817	535
-183	817	535
-183	818	535
-183	818	535
-183	819	536
-183	820	535
-183	820	535
-183	821	534
-183	821	535
-183	822	535
-183	823	535
-182	823	535
-182	824	535
-182	824	535
-182	825	535
-182	825	534
-182	826	535
-182	827	535
-182	827	534
-182	828	535
-182	828	535
-181	829	536
-181	829	535
-181	830	534
-181	830	534
-181	832	534
-181	832	535
-181	832	535
-181	833	534
-181	833	534
-181	834	534
-180	834	534
-180	835	535
-180	836	534
-180	837	535
-180	837	534
-180	838	535
-180	838	534
-180	839	534
-180	839	534
-180	840	534
-179	841	534
-179	842	534
-179	842	534
-179	843	534
-179	844	534
-179	844	534
-179	845	534
-179	845	534
-179	846	534
-179	846	534
-178	847	533
-178	847	533
-178	848	533
-178	848	534
-178	849	534
-178	850	534
-178	850	533
-178	851	534
-178	851	533
-178	852	533
-177	853	534
-177	853	534
-177	853	533
-177	854	534
-177	855	534
-177	855	533
-177	856	534
-177	856	533
-177	857	533
-177	858	533
-176	858	533
-176	859	533
-176	860	533
-176	861	533
-176	861	533
-176	862	534
-176	862	533
-176	864	532
-176	864	534
-176	864	533
-175	865	534
-175	866	533
-175	866	533
-175	867	533
-175	868	533
-175	868	533
-175	869	533
-175	870	532
-175	870	533
-175	871	532
-174	871	533
-174	879	533
-174	879	532
-174	880	533
-174	881	532
-174	882	532
-174	882	532
-174	882	532
-174	883	532
-174	884	532
-173	884	532
-173	1018	532
-173	1018	532
-173	1020	532
-173	1020	532
-173	1021	532
-173	1021	532
-173	1022	532
-173	1022	532
-173	1022	531
-172	1023	532
-172	1023	532
-172	1023	531
-172	1023	531
-172	1023	532
-172	1023	531
-172	1023	531
-172	1023	531
-172	1023	531
-172	1023	531
-171	1023	531
-171	984	532
-171	985	532
-171	985	532
-171	984	531
-171	985	531
-171	985	531
-171	985	532
-171	985	532
-171	986	532
-170	985	531
-170	687	531
-170	687	532
-170	689	531
-170	686	531
-170	688	530
-170	689	532
-170	688	531
-170	689	531
-170	690	531
-169	690	531
-169	411	530
-169	411	530
-169	411	531
-169	412	531
-169	412	531
-169	411	530
-169	411	531
-169	411	531
-169	412	531
-168	412	531
-168	213	530
-168	213	529
-168	212	530
-168	213	531
-168	214	530
-168	213	530
-168	214	529
-168	214	531
-168	214	530
-167	214	530
-167	27	530
-167	26	530
-167	25	530
-167	27	530
-167	26	531
-167	27	530
-167	27	530
-167	28	529
-167	26	530
-166	28	529
-166	0	530
-166	0	529
-166	0	530
-166	0	529
-166	0	529
-166	0	529
-166	0	529
-166	0	530
-166	0	529
-165	0	530
-165	0	528
-165	0	529
-165	0	529
-165	0	529
-165	0	529
-165	0	529
-165	0	528
-165	0	529
-165	0	528
-164	0	529
-164	0	529
-164	0	529
-164	0	529
-164	0	528
-164	0	529
-164	0	529
-164	0	529
-164	0	529
-164	0	528
-163	0	529
-163	0	529
-163	0	528
-163	0	528
-163	0	528
-163	0	527
-163	0	528
-163	0	528
-163	0	529
-163	0	528
-162	0	528
-162	0	528
-162	0	529
-162	0	528
-162	0	528
-162	0	527
-162	0	528
-162	0	528
-162	0	528
-162	0	528
-161	0	527
-161	0	528
-161	0	527
-161	0	527
-161	0	528
-161	0	527
-161	0	527
-161	0	527
-161	0	527
-161	0	527
-160	0	527
-160	0	527
-160	0	527
-160	0	527
-160	0	527
-160	0	527
-160	0	527
-160	0	526
-160	0	527
-160	0	527
-159	0	526
-159	0	526
-159	0	527
-159	0	527
-159	0	527
-159	0	527
-159	0	526
-159	0	526
-159	0	527
-159	0	526
-158	0	527
-158	0	526
-158	0	526
-158	0	526
-158	0	526
-158	0	526
-158	0	526
-158	0	526
-158	0	526
-158	0	526
-157	0	526
-157	0	526
-157	0	526
-157	0	526
-157	0	526
-157	0	526
-157	0	525
-157	0	525
-157	0	525
-157	0	526
-156	0	526
-156	0	526
-156	0	526
-156	0	525
-156	0	526
-156	0	525
-156	0	525
-156	0	525
-156	0	525
-156	0	524
-155	0	525
-155	0	525
-155	0	525
-155	0	525
-155	0	524
-155	0	525
-155	0	525
-155	0	525
-155	0	525
-155	0	525
-154	0	524
-154	0	524
-154	0	525
-154	0	524
-154	0	524
-154	0	524
-154	0	524
-154	0	524
-154	0	524
-154	0	524
-153	0	524
-153	0	524
-153	0	524
-153	0	524
-153	0	524
-153	0	523
-153	0	523
-153	0	524
-153	0	524
-153	0	524
-152	0	523
-152	0	524
-152	0	523
-152	0	524
-152	0	523
-152	0	524
-152	0	523
-152	0	523
-152	0	523
-152	0	523
-151	0	523
-151	0	523
-151	0	523
-151	0	522
-151	0	523
-151	0	523
-151	0	523
-151	0	523
-151	0	523
-151	0	523
-150	0	523
-150	0	523
-150	0	523
-150	0	523
-150	0	522
-150	0	522
-150	0	522
-150	0	522
-150	0	523
-150	0	522
-149	0	522
-149	0	522
-149	0	522
-149	0	522
-149	0	522
-149	0	521
-149	0	522
-149	0	522
-149	0	522
-149	0	522
-148	0	522
-148	0	522
-148	0	521
-148	0	521
-148	0	521
-148	0	522
-148	0	521
-148	0	521
-148	0	522
-148	0	521
-147	0	522
-147	0	521
-147	0	521
-147	0	521
-147	0	521
-147	0	521
-147	0	521
-147	0	521
-147	0	520
-147	0	521
-146	0	521
-146	0	521
-146	0	521
-146	0	521
-146	0	520
-146	0	521
-146	0	521
-146	0	521
-146	0	521
-146	0	521
-145	0	520
-145	0	520
-145	0	520
-145	0	520
-145	0	520
-145	0	520
-145	0	520
-145	0	520
-145	0	520
-145	0	520
-144	0	520
-144	0	520
-144	0	520
-144	0	519
-144	0	519
-144	0	519
-144	0	520
-144	0	519
-144	0	519
-144	0	519
-143	0	520
-143	0	519
-143	0	520
-143	0	520
-143	0	519
-143	0	519
-143	0	520
-143	0	519
-143	0	519
-143	0	519
-142	0	518
-142	0	518
-142	0	519
-142	0	519
-142	0	519
-142	0	519
-142	0	519
-142	0	519
-142	0	519
-142	0	519
-141	0	519
-141	0	519
-141	0	519
-141	0	519
-141	0	519
-141	0	518
-141	0	518
-141	0	518
-141	0	518
-141	0	517
-140	0	518
-140	0	518
-140	0	518
-140	0	518
-140	0	518
-140	0	518
-140	0	517
-140	0	517
-140	0	518
-140	0	518
-139	0	517
-139	0	517
-139	0	516
-139	0	517
-139	0	516
-139	0	516
-139	0	517
-139	0	516
-139	0	516
-139	0	516
-138	0	516
-138	0	516
-138	0	516
-138	0	515
-138	0	515
-138	0	515
-138	0	515
-138	0	515
-138	0	515
-138	0	515
-137	0	515
-137	0	517
-137	0	517
-137	0	516
-137	0	516
-137	0	516
-137	0	517
-137	0	516
-137	0	516
-137	0	515
-136	0	516
-136	0	516
-136	0	516
-136	0	515
-136	0	516
-136	0	516
-136	0	516
-136	0	516
-136	0	515
-136	0	515
-135	0	515
-135	0	515
-135	0	516
-135	0	515
-135	0	515
-135	0	515
-135	0	516
-135	0	515
-135	0	515
-135	0	515
-134	0	514
-134	0	515
-134	0	514
-134	0	514
-134	0	514
-134	0	514
-134	0	515
-134	0	514
-134	0	514
-134	0	515
-133	0	515
-133	0	514
-133	0	514
-133	0	513
-133	0	514
-133	0	513
