V2_mean	Isense_mean	dt
217	570	546
216	585	546
215	583	545
213	567	545
212	522	538
211	533	547
210	517	547
208	501	549
207	486	549
206	470	551
204	455	552
203	440	553
202	426	555
201	441	558
199	478	556
198	518	555
197	480	532
196	572	554
194	579	553
193	566	554
192	548	554
190	533	555
189	519	555
188	510	555
187	512	556
185	536	557
184	625	557
183	710	557
182	792	555
180	834	558
179	810	560
178	719	562
176	702	560
175	792	559
174	835	557
173	856	556
171	866	556
170	906	556
169	922	555
168	890	555
166	818	558
165	712	560
164	632	561
162	556	562
161	494	560
160	488	564
159	484	564
157	552	568
156	635	563
155	642	566
153	626	562
152	582	561
151	558	561
150	546	559
148	538	563
147	530	559
146	515	561
145	501	557
143	490	559
142	479	552
141	470	550
139	471	550
138	470	549
137	465	560
136	494	554
134	526	559
133	539	552
132	547	552
131	546	552
129	536	547
128	524	550
127	514	545
125	499	545
124	478	541
123	462	538
122	454	539
120	450	534
119	442	532
118	437	530
117	443	533
115	454	538
114	482	535
113	510	535
111	525	533
110	528	530
109	518	530
108	504	529
106	492	528
105	474	526
104	458	527
102	448	524
101	437	524
100	429	522
99	421	521
97	412	521
96	407	520
95	426	522
94	449	522
92	470	521
91	484	519
90	494	520
88	489	518
87	473	518
86	463	518
85	452	517
83	442	517
82	429	516
81	416	517
80	405	517
78	395	516
77	382	515
76	373	515
74	379	515
73	395	515
72	416	515
71	435	515
69	448	514
68	448	514
67	437	514
66	277	512
64	150	514
63	149	514
62	145	514
60	157	518
59	138	513
58	129	513
57	135	513
55	139	513
54	148	511
53	142	512
51	158	513
50	146	513
49	142	512
48	153	512
46	146	512
45	152	513
44	154	512
43	159	511
41	163	512
40	150	511
39	116	511
37	65	511
36	44	511
35	38	511
34	45	510
32	71	511
31	121	511
30	109	511
29	111	510
27	128	510
26	159	511
25	203	511
23	256	510
22	318	510
21	384	511
20	454	510
18	524	511
17	592	510
16	655	511
15	710	509
13	757	510
12	792	511
11	815	511
9	828	511
8	827	511
7	814	510
6	791	511
4	757	511
3	715	510
2	667	510
0	614	511
-1	557	510
-2	500	511
-3	445	511
-5	395	511
-6	351	510
-7	314	510
-8	285	511
-10	266	510
-11	257	510
-12	262	511
-14	269	511
-15	289	511
-16	316	511
-17	350	510
-19	390	510
-20	432	511
-21	477	509
-22	524	510
-24	566	511
-25	606	510
-26	641	511
-28	670	510
-29	690	511
-30	705	511
-31	711	511
-33	711	510
-34	700	510
-35	683	510
-36	658	511
-38	629	511
-39	596	510
-40	559	510
-42	522	511
-43	484	510
-44	444	510
-45	445	508
-47	368	511
-48	331	509
-49	294	509
-51	264	510
-52	280	502
-53	225	510
-54	196	509
-56	167	510
-57	165	510
-58	176	509
-59	193	509
-61	211	510
-62	227	508
-63	242	509
-65	257	508
-66	271	508
-67	283	509
-68	297	509
-70	309	508
-71	319	508
-72	236	491
-73	341	508
-75	227	491
-76	339	507
-77	334	508
-79	340	507
-80	229	490
-81	362	507
-82	374	506
-84	385	506
-85	261	491
-86	405	505
-87	277	490
-89	427	505
-90	437	504
-91	446	505
-93	309	491
-94	456	503
-95	437	502
-96	418	502
-98	406	502
-99	262	491
-100	418	501
-102	431	501
-103	443	500
-104	301	491
-105	468	499
-107	322	491
-108	333	497
-109	505	499
-110	355	494
-112	528	498
-113	373	491
-114	530	493
-116	504	493
-117	303	494
-118	462	492
-119	290	491
-121	470	490
-122	485	491
-123	328	494
-124	513	487
-126	353	492
-127	541	484
-128	553	487
-130	565	486
-131	400	495
-132	587	486
-133	597	481
-135	587	480
-136	369	494
-137	527	475
-138	322	492
-140	494	473
-141	500	476
-142	342	494
-144	529	470
-145	369	494
-146	553	473
-147	563	470
-149	408	493
-150	585	468
-151	433	495
-153	610	471
-154	621	467
-155	435	493
-156	590	463
-158	372	495
-159	531	464
-160	518	463
-161	348	494
-163	542	467
-164	376	496
-165	585	464
-167	605	466
-168	412	495
-169	621	466
-170	434	492
-172	649	466
-173	659	467
-174	471	493
-175	686	464
-177	417	489
-178	725	470
-179	672	469
-181	625	471
-182	349	491
-183	547	471
-184	535	470
-186	522	470
-187	409	492
-188	500	469
-189	436	491
-191	536	469
-192	541	469
-193	563	469
-195	487	491
-196	542	466
-197	489	465
-198	453	467
-200	386	491
-201	404	469
-202	364	491
-204	413	471
-205	429	471
-206	414	490
-207	458	472
-209	445	488
-210	486	472
-211	500	472
-212	485	489
-214	526	472
-215	511	489
-216	537	470
-218	507	471
-219	454	482
-220	438	474
-221	403	482
-223	406	476
-224	416	478
-225	427	481
-226	448	478
-228	461	480
-229	479	478
-230	493	478
-232	506	479
-233	521	478
-234	533	480
-235	549	479
-237	553	477
-238	526	477
-239	489	476
-240	455	476
-242	430	477
-243	417	477
-244	423	477
-246	440	478
-247	456	478
-248	471	478
-249	486	478
-251	501	478
-252	516	478
-253	531	478
-255	544	477
-254	557	478
-253	568	477
-252	545	475
-250	509	475
-249	473	475
-248	444	475
-247	427	476
-245	426	477
-244	442	477
-243	458	477
-241	474	477
-240	489	477
-239	504	477
-238	519	477
-236	534	477
-235	547	476
-234	561	477
-233	573	476
-231	565	475
-230	529	474
-229	491	475
-227	459	475
-226	438	474
-225	429	475
-224	440	476
-222	457	476
-221	474	475
